week_start_date,precip_sum_mm,precip_mean_daily_mm,precip_max_daily_mm,precip_min_daily_mm,rain_days,calendar_days_present,precip_days_observed,mean_valid_grid_cells,rain_day_threshold_mm,missing_precip_days,week_complete
2000-05-07,63.704800000000006,9.100685714285714,16.482,3.8346000000000005,7.0,7,7,100.0,1.0,0,True
2000-05-14,115.3811,16.483014285714287,40.2052,0.9836,6.0,7,7,100.0,1.0,0,True
2000-05-21,56.2953,8.042185714285713,22.021699999999996,0.20829999999999999,6.0,7,7,100.0,1.0,0,True
2000-05-28,83.38969999999999,11.912814285714287,20.724,3.891,7.0,7,7,100.0,1.0,0,True
2000-06-04,74.47229999999999,10.638900000000001,18.1813,3.8862,7.0,7,7,100.0,1.0,0,True
2000-06-11,84.82379999999999,12.117685714285713,26.6268,1.7637,7.0,7,7,100.0,1.0,0,True
2000-06-18,28.064399999999996,4.0092,7.945099999999999,0.7534000000000001,6.0,7,7,100.0,1.0,0,True
2000-06-25,68.0639,9.723414285714286,24.833900000000003,0.9793,6.0,7,7,100.0,1.0,0,True
2000-07-02,73.94200000000001,10.563142857142859,28.913600000000002,1.7167,7.0,7,7,100.0,1.0,0,True
2000-07-09,54.905300000000004,7.8436142857142865,18.4237,0.0,5.0,7,7,100.0,1.0,0,True
2000-07-16,63.0638,9.009114285714286,49.1071,0.0,4.0,7,7,100.0,1.0,0,True
2000-07-23,61.4471,8.778157142857143,31.89,0.0,5.0,7,7,100.0,1.0,0,True
2000-07-30,90.13180000000003,12.87597142857143,45.964400000000005,2.9690999999999996,7.0,7,7,100.0,1.0,0,True
2000-08-06,53.14479999999999,7.592114285714286,16.3185,0.9403999999999999,6.0,7,7,100.0,1.0,0,True
2000-08-13,39.949799999999996,5.707114285714285,16.4558,0.0,6.0,7,7,100.0,1.0,0,True
2000-08-20,58.31110000000001,8.330157142857143,16.5595,3.0632,7.0,7,7,100.0,1.0,0,True
2000-08-27,23.2485,3.321214285714286,6.2564,0.0131,5.0,7,7,100.0,1.0,0,True
2000-09-03,58.5214,8.3602,16.2063,2.099,7.0,7,7,100.0,1.0,0,True
2000-09-10,70.2573,10.036757142857143,21.454700000000006,2.1849,7.0,7,7,100.0,1.0,0,True
2000-09-17,78.03970000000001,11.148528571428573,32.4229,1.2823000000000002,7.0,7,7,100.0,1.0,0,True
2000-09-24,78.55989999999998,11.222842857142856,28.715700000000002,0.3466,6.0,7,7,100.0,1.0,0,True
2000-10-01,31.957700000000003,4.565385714285714,8.3973,0.9854000000000002,6.0,7,7,100.0,1.0,0,True
2000-10-08,38.484,5.497714285714286,16.000600000000002,0.20879999999999999,6.0,7,7,100.0,1.0,0,True
2000-10-15,46.51199999999999,6.644571428571429,17.1662,1.2952000000000001,7.0,7,7,100.0,1.0,0,True
2000-10-22,51.794,7.399142857142857,20.3848,0.7157000000000001,6.0,7,7,100.0,1.0,0,True
2000-10-29,55.75849999999999,7.9655,24.950799999999994,1.275,7.0,7,7,100.0,1.0,0,True
2000-11-05,37.3256,5.332228571428571,9.540999999999999,0.0274,6.0,7,7,100.0,1.0,0,True
2000-11-12,46.229400000000005,6.6042,17.597899999999996,0.07250000000000001,5.0,7,7,100.0,1.0,0,True
2000-11-19,20.8862,2.983742857142857,6.170799999999999,0.6449000000000001,5.0,7,7,100.0,1.0,0,True
2000-11-26,42.682500000000005,6.097500000000001,10.8507,1.6516000000000002,7.0,7,7,100.0,1.0,0,True
2000-12-03,77.3202,11.045742857142857,28.3024,1.8092000000000001,7.0,7,7,100.0,1.0,0,True
2000-12-10,19.5415,2.791642857142857,10.0822,0.0368,4.0,7,7,100.0,1.0,0,True
2000-12-17,16.8712,2.4101714285714286,8.409,0.0,4.0,7,7,100.0,1.0,0,True
2000-12-24,139.2185,19.888357142857142,41.96900000000001,8.303199999999999,7.0,7,7,100.0,1.0,0,True
2000-12-31,76.2637,10.894814285714286,25.446400000000004,2.5814,7.0,7,7,100.0,1.0,0,True
2001-01-07,94.03469999999999,13.43352857142857,25.115,4.189399999999999,7.0,7,7,100.0,1.0,0,True
2001-01-14,90.73100000000001,12.96157142857143,25.054200000000005,4.978200000000001,7.0,7,7,100.0,1.0,0,True
2001-01-21,70.3757,10.053671428571429,14.639199999999999,2.3667000000000002,7.0,7,7,100.0,1.0,0,True
2001-01-28,39.4927,5.641814285714285,15.629499999999998,0.8149,6.0,7,7,100.0,1.0,0,True
2001-02-04,61.326800000000006,8.760971428571429,28.996500000000005,0.34970000000000007,5.0,7,7,100.0,1.0,0,True
2001-02-11,28.504300000000004,4.072042857142857,7.575,2.1135,7.0,7,7,100.0,1.0,0,True
2001-02-18,56.0887,8.012671428571428,17.6434,1.7496999999999998,7.0,7,7,100.0,1.0,0,True
2001-02-25,70.52289999999999,10.074699999999998,26.321599999999993,0.46649999999999997,6.0,7,7,100.0,1.0,0,True
2001-03-04,106.7468,15.249542857142856,40.0443,0.7047999999999999,6.0,7,7,100.0,1.0,0,True
2001-03-11,85.20270000000001,12.171814285714287,38.7625,1.8995,7.0,7,7,100.0,1.0,0,True
2001-03-18,67.46459999999999,9.6378,15.785299999999998,2.3397,7.0,7,7,100.0,1.0,0,True
2001-03-25,78.4577,11.208242857142858,32.5756,1.9171999999999998,7.0,7,7,100.0,1.0,0,True
2001-04-01,102.5335,14.647642857142857,30.1181,1.268,7.0,7,7,100.0,1.0,0,True
2001-04-08,56.3717,8.053099999999999,16.7604,0.11019999999999999,5.0,7,7,100.0,1.0,0,True
2001-04-15,51.2316,7.3188,13.789100000000001,1.9677,7.0,7,7,100.0,1.0,0,True
2001-04-22,79.1513,11.307328571428572,30.6078,1.4415999999999998,7.0,7,7,100.0,1.0,0,True
2001-04-29,76.63699999999999,10.948142857142857,38.203599999999994,2.232,7.0,7,7,100.0,1.0,0,True
2001-05-06,80.8989,11.556985714285716,30.714700000000004,0.6628999999999999,6.0,7,7,100.0,1.0,0,True
2001-05-13,74.2593,10.608471428571429,27.403299999999994,0.3914,6.0,7,7,100.0,1.0,0,True
2001-05-20,93.6678,13.381114285714286,23.6503,3.5782,7.0,7,7,100.0,1.0,0,True
2001-05-27,95.6438,13.6634,32.4734,2.4547,7.0,7,7,100.0,1.0,0,True
2001-06-03,83.1588,11.879828571428572,17.0798,5.4686,7.0,7,7,100.0,1.0,0,True
2001-06-10,66.49719999999999,9.4996,21.9976,0.6442,6.0,7,7,100.0,1.0,0,True
2001-06-17,35.003299999999996,5.000471428571429,19.621900000000004,0.0,3.0,7,7,100.0,1.0,0,True
2001-06-24,6.2933,0.8990428571428574,3.3825000000000007,0.0,2.0,7,7,100.0,1.0,0,True
2001-07-01,51.86109999999999,7.408728571428571,14.1425,0.748,6.0,7,7,100.0,1.0,0,True
2001-07-08,42.3238,6.046257142857143,17.9702,0.6109,5.0,7,7,100.0,1.0,0,True
2001-07-15,92.4821,13.211728571428571,26.5526,1.3883,7.0,7,7,100.0,1.0,0,True
2001-07-22,57.2281,8.175442857142858,26.084600000000002,2.5757,7.0,7,7,100.0,1.0,0,True
2001-07-29,17.297800000000002,2.4711142857142856,7.978899999999999,0.0,4.0,7,7,100.0,1.0,0,True
2001-08-05,10.2772,1.4681714285714285,2.7680000000000002,0.2941,4.0,7,7,100.0,1.0,0,True
2001-08-12,7.0706,1.0100857142857143,3.3209999999999997,0.1821,1.0,7,7,100.0,1.0,0,True
2001-08-19,35.3925,5.056071428571428,9.4867,1.7201,7.0,7,7,100.0,1.0,0,True
2001-08-26,101.35709999999999,14.479585714285715,27.159000000000002,3.9724,7.0,7,7,100.0,1.0,0,True
2001-09-02,27.734999999999992,3.9621428571428567,13.680499999999997,0.4587,5.0,7,7,100.0,1.0,0,True
2001-09-09,74.86330000000001,10.694757142857144,28.926800000000004,0.8887999999999999,6.0,7,7,100.0,1.0,0,True
2001-09-16,30.500799999999998,4.357257142857143,13.0358,0.29379999999999995,6.0,7,7,100.0,1.0,0,True
2001-09-23,68.46069999999999,9.780100000000001,24.5356,1.4090999999999996,7.0,7,7,100.0,1.0,0,True
2001-09-30,40.9572,5.8510285714285715,10.6298,1.9407999999999999,7.0,7,7,100.0,1.0,0,True
2001-10-07,59.199999999999996,8.457142857142856,16.734699999999997,0.26299999999999996,5.0,7,7,100.0,1.0,0,True
2001-10-14,50.2966,7.1852285714285715,14.8168,3.6016000000000004,7.0,7,7,100.0,1.0,0,True
2001-10-21,55.8968,7.985257142857143,18.2456,0.2341,6.0,7,7,100.0,1.0,0,True
2001-10-28,53.25539999999999,7.607914285714285,19.601699999999997,0.0487,6.0,7,7,100.0,1.0,0,True
2001-11-04,67.4966,9.642371428571428,22.517000000000003,0.5438000000000001,6.0,7,7,100.0,1.0,0,True
2001-11-11,67.0915,9.584500000000002,21.643100000000004,4.720400000000001,7.0,7,7,100.0,1.0,0,True
2001-11-18,43.434000000000005,6.204857142857143,14.287,1.4389999999999998,7.0,7,7,100.0,1.0,0,True
2001-11-25,44.0952,6.299314285714286,15.542499999999997,0.008900000000000002,6.0,7,7,100.0,1.0,0,True
2001-12-02,72.43329999999999,10.347614285714284,20.888999999999996,0.4172,6.0,7,7,100.0,1.0,0,True
2001-12-09,56.522400000000005,8.07462857142857,21.419199999999996,0.5996000000000001,5.0,7,7,100.0,1.0,0,True
2001-12-16,51.63890000000001,7.3769857142857145,14.290399999999998,1.1495,7.0,7,7,100.0,1.0,0,True
2001-12-23,106.5069,15.215271428571429,54.1541,0.5023000000000001,6.0,7,7,100.0,1.0,0,True
2001-12-30,59.6481,8.521157142857144,29.230999999999998,0.5685000000000001,6.0,7,7,100.0,1.0,0,True
2002-01-06,9.229099999999999,1.318442857142857,3.2708999999999997,0.0054,3.0,7,7,100.0,1.0,0,True
2002-01-13,79.5981,11.371157142857143,24.947300000000006,0.16449999999999998,6.0,7,7,100.0,1.0,0,True
2002-01-20,88.06370000000001,12.580528571428571,35.2089,2.6299000000000006,7.0,7,7,100.0,1.0,0,True
2002-01-27,12.007600000000002,1.7153714285714288,5.622500000000001,0.2667,3.0,7,7,100.0,1.0,0,True
2002-02-03,57.759899999999995,8.251414285714286,36.618100000000005,1.8389000000000002,7.0,7,7,100.0,1.0,0,True
2002-02-10,47.13890000000001,6.734128571428572,12.045400000000003,1.6410999999999998,7.0,7,7,100.0,1.0,0,True
2002-02-17,52.5538,7.5076857142857145,13.700500000000002,4.4988,7.0,7,7,100.0,1.0,0,True
2002-02-24,106.378,15.19685714285714,36.3001,1.6267000000000003,7.0,7,7,100.0,1.0,0,True
2002-03-03,46.674499999999995,6.6677857142857135,15.5381,0.375,5.0,7,7,100.0,1.0,0,True
2002-03-10,61.4601,8.780014285714286,23.5614,1.6925999999999999,7.0,7,7,100.0,1.0,0,True
2002-03-17,102.4806,14.640085714285714,26.8929,8.881900000000002,7.0,7,7,100.0,1.0,0,True
2002-03-24,87.5444,12.506342857142856,20.568499999999993,5.429000000000001,7.0,7,7,100.0,1.0,0,True
2002-03-31,71.65859999999999,10.236942857142855,27.603700000000003,2.1447,7.0,7,7,100.0,1.0,0,True
2002-04-07,96.6403,13.805757142857143,32.989200000000004,0.3127,6.0,7,7,100.0,1.0,0,True
2002-04-14,64.0567,9.150957142857143,25.5061,1.0430000000000001,7.0,7,7,100.0,1.0,0,True
2002-04-21,92.4404,13.205771428571428,25.2843,3.1192000000000006,7.0,7,7,100.0,1.0,0,True
2002-04-28,78.3695,11.195642857142857,30.3449,2.6751,7.0,7,7,100.0,1.0,0,True
2002-05-05,69.7274,9.961057142857143,17.4416,2.3865,7.0,7,7,100.0,1.0,0,True
2002-05-12,35.733200000000004,5.104742857142858,9.460700000000001,0.057800000000000004,5.0,7,7,100.0,1.0,0,True
2002-05-19,54.11139999999999,7.730199999999999,13.6797,0.3664,6.0,7,7,100.0,1.0,0,True
2002-05-26,71.972,10.281714285714285,24.399399999999996,2.0853,7.0,7,7,100.0,1.0,0,True
2002-06-02,105.9131,15.130442857142858,32.3652,3.6167000000000002,7.0,7,7,100.0,1.0,0,True
2002-06-09,89.26499999999999,12.752142857142857,25.152499999999996,2.7026,7.0,7,7,100.0,1.0,0,True
2002-06-16,6.9129000000000005,0.9875571428571428,3.4411,0.0116,3.0,7,7,100.0,1.0,0,True
2002-06-23,0.8781,0.12544285714285713,0.4421,0.0,0.0,7,7,100.0,1.0,0,True
2002-06-30,19.8039,2.8291285714285714,9.6532,0.0354,4.0,7,7,100.0,1.0,0,True
2002-07-07,50.19799999999999,7.171142857142856,32.3664,0.21780000000000002,6.0,7,7,100.0,1.0,0,True
2002-07-14,104.2093,14.887042857142857,62.858599999999996,0.0,6.0,7,7,100.0,1.0,0,True
2002-07-21,141.9017,20.27167142857143,44.032300000000006,0.657,6.0,7,7,100.0,1.0,0,True
2002-07-28,47.3327,6.761814285714286,13.9621,0.7027,6.0,7,7,100.0,1.0,0,True
2002-08-04,17.7029,2.528985714285714,10.5907,0.0086,4.0,7,7,100.0,1.0,0,True
2002-08-11,26.762299999999996,3.823185714285714,7.685599999999999,0.31060000000000004,6.0,7,7,100.0,1.0,0,True
2002-08-18,33.398999999999994,4.771285714285713,7.598899999999999,0.0,6.0,7,7,100.0,1.0,0,True
2002-08-25,120.0257,17.146528571428572,28.393700000000003,2.9448000000000003,7.0,7,7,100.0,1.0,0,True
2002-09-01,24.760299999999997,3.5371857142857137,6.826999999999999,0.2002,6.0,7,7,100.0,1.0,0,True
2002-09-08,28.4688,4.066971428571429,13.8676,0.09620000000000001,5.0,7,7,100.0,1.0,0,True
2002-09-15,47.25919999999999,6.751314285714286,12.764700000000003,2.4948,7.0,7,7,100.0,1.0,0,True
2002-09-22,59.610299999999995,8.515757142857142,25.491899999999998,0.0,6.0,7,7,100.0,1.0,0,True
2002-09-29,61.405800000000006,8.772257142857143,14.220900000000002,5.021400000000001,7.0,7,7,100.0,1.0,0,True
2002-10-06,47.2958,6.756542857142857,12.338400000000002,3.8287,7.0,7,7,100.0,1.0,0,True
2002-10-13,25.4043,3.6291857142857142,8.0692,0.8087000000000001,6.0,7,7,100.0,1.0,0,True
2002-10-20,70.8798,10.125685714285714,29.4918,4.0071,7.0,7,7,100.0,1.0,0,True
2002-10-27,85.11410000000001,12.159157142857143,21.011100000000003,3.2602999999999995,7.0,7,7,100.0,1.0,0,True
2002-11-03,118.5892,16.941314285714288,59.92800000000001,1.3156999999999999,7.0,7,7,100.0,1.0,0,True
2002-11-10,94.5437,13.506242857142857,23.3703,2.3396,7.0,7,7,100.0,1.0,0,True
2002-11-17,59.45269999999999,8.493242857142857,26.199099999999998,1.1902,7.0,7,7,100.0,1.0,0,True
2002-11-24,44.259,6.3227142857142855,15.453499999999998,3.5456000000000008,7.0,7,7,100.0,1.0,0,True
2002-12-01,25.650799999999997,3.6644,6.3817,2.3314999999999997,7.0,7,7,100.0,1.0,0,True
2002-12-08,19.786,2.826571428571428,8.9376,0.33309999999999995,6.0,7,7,100.0,1.0,0,True
2002-12-15,109.07070000000002,15.581528571428573,49.5908,1.9944,7.0,7,7,100.0,1.0,0,True
2002-12-22,122.7469,17.53527142857143,31.756099999999996,7.110999999999999,7.0,7,7,100.0,1.0,0,True
2002-12-29,7.071799999999999,1.0102571428571427,3.1113999999999997,0.0629,2.0,7,7,100.0,1.0,0,True
2003-01-05,60.085899999999995,8.583699999999999,23.472699999999996,3.3145,7.0,7,7,100.0,1.0,0,True
2003-01-12,49.56309999999999,7.080442857142856,11.759299999999998,2.032,7.0,7,7,100.0,1.0,0,True
2003-01-19,48.2713,6.895899999999999,19.435499999999998,0.0,5.0,7,7,100.0,1.0,0,True
2003-01-26,40.356399999999994,5.765199999999999,11.786699999999998,0.5828,6.0,7,7,100.0,1.0,0,True
2003-02-02,71.61790000000002,10.231128571428572,25.806800000000003,0.8775,6.0,7,7,100.0,1.0,0,True
2003-02-09,45.634,6.519142857142858,11.684300000000002,2.3072,7.0,7,7,100.0,1.0,0,True
2003-02-16,92.39569999999999,13.199385714285713,33.00939999999999,0.1457,6.0,7,7,100.0,1.0,0,True
2003-02-23,87.368,12.481142857142856,36.926500000000004,2.6258999999999997,7.0,7,7,100.0,1.0,0,True
2003-03-02,64.9603,9.280042857142858,19.1726,3.2728,7.0,7,7,100.0,1.0,0,True
2003-03-09,77.94130000000001,11.13447142857143,27.775700000000008,0.21109999999999995,6.0,7,7,100.0,1.0,0,True
2003-03-16,99.9657,14.280814285714285,27.182399999999998,1.0269,7.0,7,7,100.0,1.0,0,True
2003-03-23,78.12349999999999,11.160499999999999,19.5323,4.0228,7.0,7,7,100.0,1.0,0,True
2003-03-30,82.2025,11.743214285714286,23.433800000000005,6.286600000000001,7.0,7,7,100.0,1.0,0,True
2003-04-06,73.94170000000001,10.5631,15.5889,1.5523999999999998,7.0,7,7,100.0,1.0,0,True
2003-04-13,54.87480000000001,7.839257142857144,16.1412,1.4272,7.0,7,7,100.0,1.0,0,True
2003-04-20,81.88840000000002,11.69834285714286,23.942800000000002,3.5039000000000002,7.0,7,7,100.0,1.0,0,True
2003-04-27,54.52080000000001,7.788685714285715,17.1389,3.1129000000000002,7.0,7,7,100.0,1.0,0,True
2003-05-04,79.14610000000002,11.306585714285715,42.79050000000001,0.0386,5.0,7,7,100.0,1.0,0,True
2003-05-11,38.013999999999996,5.430571428571429,16.6201,0.0577,5.0,7,7,100.0,1.0,0,True
2003-05-18,90.0182,12.859742857142857,32.2038,1.2581,7.0,7,7,100.0,1.0,0,True
2003-05-25,147.7734,21.110485714285716,43.1352,2.5993,7.0,7,7,100.0,1.0,0,True
2003-06-01,113.18130000000001,16.168757142857142,36.9896,3.2815000000000003,7.0,7,7,100.0,1.0,0,True
2003-06-08,61.7667,8.823814285714286,16.1302,0.9949000000000001,6.0,7,7,100.0,1.0,0,True
2003-06-15,84.5351,12.076442857142855,20.647,3.6015999999999995,7.0,7,7,100.0,1.0,0,True
2003-06-22,40.4668,5.780971428571428,12.912199999999999,2.7774000000000005,7.0,7,7,100.0,1.0,0,True
2003-06-29,68.36,9.765714285714285,20.1313,4.0221,7.0,7,7,100.0,1.0,0,True
2003-07-06,90.00890000000001,12.858414285714286,29.303700000000003,1.3756,7.0,7,7,100.0,1.0,0,True
2003-07-13,7.171499999999999,1.0245,3.2991999999999995,0.0,2.0,7,7,100.0,1.0,0,True
2003-07-20,15.686600000000002,2.240942857142857,7.2997000000000005,0.0857,5.0,7,7,100.0,1.0,0,True
2003-07-27,45.637600000000006,6.519657142857143,34.6055,0.8345999999999999,5.0,7,7,100.0,1.0,0,True
2003-08-03,72.9016,10.414514285714287,22.6244,1.3030000000000002,7.0,7,7,100.0,1.0,0,True
2003-08-10,60.3934,8.627628571428572,21.827800000000003,0.0,4.0,7,7,100.0,1.0,0,True
2003-08-17,57.477199999999996,8.211028571428571,15.355699999999999,2.0332000000000003,7.0,7,7,100.0,1.0,0,True
2003-08-24,45.483900000000006,6.497700000000001,18.930000000000003,0.0,4.0,7,7,100.0,1.0,0,True
2003-08-31,37.0594,5.294199999999999,11.969700000000003,0.0,5.0,7,7,100.0,1.0,0,True
2003-09-07,66.19749999999999,9.456785714285715,31.311699999999995,0.0,5.0,7,7,100.0,1.0,0,True
2003-09-14,43.9634,6.280485714285715,17.1949,0.4792,6.0,7,7,100.0,1.0,0,True
2003-09-21,68.223,9.746142857142857,24.972300000000004,2.1948999999999996,7.0,7,7,100.0,1.0,0,True
2003-09-28,57.199600000000004,8.17137142857143,15.640699999999999,1.1767,7.0,7,7,100.0,1.0,0,True
2003-10-05,55.7366,7.962371428571429,14.545499999999999,0.7140000000000001,6.0,7,7,100.0,1.0,0,True
2003-10-12,25.650999999999996,3.6644285714285716,7.0987,1.2074,7.0,7,7,100.0,1.0,0,True
2003-10-19,58.9439,8.420557142857144,10.683,5.1739,7.0,7,7,100.0,1.0,0,True
2003-10-26,57.99539999999999,8.285057142857143,21.5194,1.4646000000000001,7.0,7,7,100.0,1.0,0,True
2003-11-02,72.2062,10.315171428571428,40.9865,0.5162,6.0,7,7,100.0,1.0,0,True
2003-11-09,96.0865,13.726642857142858,41.65039999999999,2.2737,7.0,7,7,100.0,1.0,0,True
2003-11-16,72.3596,10.337085714285715,20.8475,0.5632,6.0,7,7,100.0,1.0,0,True
2003-11-23,46.4752,6.639314285714286,17.126100000000005,2.0213,7.0,7,7,100.0,1.0,0,True
2003-11-30,111.75499999999998,15.965,32.58559999999999,5.721799999999999,7.0,7,7,100.0,1.0,0,True
2003-12-07,99.329,14.189857142857141,26.462099999999996,3.8806,7.0,7,7,100.0,1.0,0,True
2003-12-14,39.0599,5.579985714285714,9.966399999999998,1.8014999999999999,7.0,7,7,100.0,1.0,0,True
2003-12-21,40.1659,5.737985714285714,18.6551,0.9954,6.0,7,7,100.0,1.0,0,True
2003-12-28,40.616800000000005,5.8024,22.433000000000003,0.31189999999999996,4.0,7,7,100.0,1.0,0,True
2004-01-04,44.2937,6.327671428571429,16.4162,1.155,7.0,7,7,100.0,1.0,0,True
2004-01-11,52.330600000000004,7.4758000000000004,18.451,0.1457,5.0,7,7,100.0,1.0,0,True
2004-01-18,10.389,1.484142857142857,4.9311,0.1937,3.0,7,7,100.0,1.0,0,True
2004-01-25,5.0365,0.7195,1.6960000000000002,0.02,3.0,7,7,100.0,1.0,0,True
2004-02-01,25.355600000000003,3.622228571428572,9.030800000000001,0.9941999999999999,6.0,7,7,100.0,1.0,0,True
2004-02-08,18.686799999999998,2.669542857142857,9.578199999999999,0.3639,5.0,7,7,100.0,1.0,0,True
2004-02-15,108.5593,15.508471428571427,39.4161,7.261400000000001,7.0,7,7,100.0,1.0,0,True
2004-02-22,48.062000000000005,6.8660000000000005,13.421300000000004,1.6880000000000002,7.0,7,7,100.0,1.0,0,True
2004-02-29,83.4846,11.926371428571429,26.4421,4.8237,7.0,7,7,100.0,1.0,0,True
2004-03-07,62.6974,8.956771428571429,15.977500000000003,1.3832999999999998,7.0,7,7,100.0,1.0,0,True
2004-03-14,103.3242,14.7606,31.569000000000006,2.8390999999999997,7.0,7,7,100.0,1.0,0,True
2004-03-21,106.6937,15.241957142857144,29.163800000000002,5.9303,7.0,7,7,100.0,1.0,0,True
2004-03-28,86.7559,12.393699999999999,25.519500000000004,0.7837000000000001,6.0,7,7,100.0,1.0,0,True
2004-04-04,71.28960000000001,10.184228571428573,26.770200000000003,1.926,7.0,7,7,100.0,1.0,0,True
2004-04-11,88.8918,12.698828571428573,22.8259,1.6194,7.0,7,7,100.0,1.0,0,True
2004-04-18,73.9553,10.565042857142856,18.5882,2.4203,7.0,7,7,100.0,1.0,0,True
2004-04-25,96.7795,13.825642857142856,65.3714,2.5257,7.0,7,7,100.0,1.0,0,True
2004-05-02,71.5308,10.218685714285714,29.3233,0.12780000000000002,5.0,7,7,100.0,1.0,0,True
2004-05-09,69.7021,9.957442857142857,50.8382,0.0,4.0,7,7,100.0,1.0,0,True
2004-05-16,83.30260000000001,11.90037142857143,46.20870000000001,0.2612,6.0,7,7,100.0,1.0,0,True
2004-05-23,119.4609,17.065842857142858,38.281200000000005,0.8534,6.0,7,7,100.0,1.0,0,True
2004-05-30,65.83350000000002,9.404785714285714,25.253700000000002,0.18469999999999998,5.0,7,7,100.0,1.0,0,True
2004-06-06,128.772,18.395999999999997,54.1215,3.3091000000000004,7.0,7,7,100.0,1.0,0,True
2004-06-13,10.3864,1.4837714285714285,8.2412,0.0,2.0,7,7,100.0,1.0,0,True
2004-06-20,66.0063,9.42947142857143,23.8209,1.4503000000000004,7.0,7,7,100.0,1.0,0,True
2004-06-27,36.689699999999995,5.241385714285714,13.564800000000002,0.5755,6.0,7,7,100.0,1.0,0,True
2004-07-04,58.7409,8.391557142857144,11.989800000000002,1.3862,7.0,7,7,100.0,1.0,0,True
2004-07-11,96.2245,13.746357142857141,27.363400000000002,2.97,7.0,7,7,100.0,1.0,0,True
2004-07-18,25.4348,3.633542857142857,8.1295,0.0182,5.0,7,7,100.0,1.0,0,True
2004-07-25,77.57770000000001,11.08252857142857,31.518900000000002,1.5706,7.0,7,7,100.0,1.0,0,True
2004-08-01,14.240299999999998,2.0343285714285715,5.5287,0.0,3.0,7,7,100.0,1.0,0,True
2004-08-08,8.3194,1.1884857142857144,3.0449,0.0,3.0,7,7,100.0,1.0,0,True
2004-08-15,75.52300000000001,10.789000000000001,24.533900000000003,0.6424,6.0,7,7,100.0,1.0,0,True
2004-08-22,77.987,11.141000000000002,40.3917,1.2062,7.0,7,7,100.0,1.0,0,True
2004-08-29,111.1121,15.87315714285714,61.3548,1.2947,7.0,7,7,100.0,1.0,0,True
2004-09-05,49.682,7.097428571428572,9.953599999999998,2.7391,7.0,7,7,100.0,1.0,0,True
2004-09-12,46.24119999999999,6.605885714285713,21.998999999999995,0.0,4.0,7,7,100.0,1.0,0,True
2004-09-19,85.30610000000001,12.186585714285714,17.3617,7.6274000000000015,7.0,7,7,100.0,1.0,0,True
2004-09-26,64.17540000000001,9.167914285714287,20.818600000000007,2.8382,7.0,7,7,100.0,1.0,0,True
2004-10-03,53.8114,7.687342857142857,13.0178,2.0133,7.0,7,7,100.0,1.0,0,True
2004-10-10,59.333600000000004,8.476228571428573,9.818299999999999,5.407399999999999,7.0,7,7,100.0,1.0,0,True
2004-10-17,61.33290000000001,8.761842857142858,21.440000000000005,1.4726,7.0,7,7,100.0,1.0,0,True
2004-10-24,61.34889999999999,8.764128571428571,20.4863,1.1095,7.0,7,7,100.0,1.0,0,True
2004-10-31,75.19690000000001,10.742414285714286,23.898400000000006,3.2727000000000004,7.0,7,7,100.0,1.0,0,True
2004-11-07,95.695,13.670714285714284,33.6463,0.47900000000000004,5.0,7,7,100.0,1.0,0,True
