date,year,month,day_of_year,ndvi_mean,ndvi_median,ndvi_std,ndvi_min,ndvi_max,valid_pixel_count,modis_image_id,days_since_previous,valid_pixel_fraction_of_max,low_valid_pixel_coverage
2001-10-16,2001,10,289,0.8396674372785307,0.8710295885057088,0.1163767243629028,-0.2,0.9994,617042,2001_10_16,16.0,0.5034044795869916,False
2001-11-01,2001,11,305,0.8423076027610392,0.8631145518465076,0.0946640659185659,-0.2,0.9994,1062844,2001_11_01,16.0,0.8671053683576752,False
2001-11-17,2001,11,321,0.8390126787540092,0.855470903557307,0.106500459459741,-0.2,0.9995,719582,2001_11_17,16.0,0.5870602037303241,False
2001-12-03,2001,12,337,0.8374605967584577,0.8790522268675784,0.1333740888059995,-0.1996,0.9995,218742,2001_12_03,16.0,0.17845738648879286,False
2001-12-19,2001,12,353,0.8415183321963403,0.8632954112436813,0.0979113253641759,-0.2,0.9995,702614,2001_12_19,16.0,0.5732171149136276,False
2002-01-01,2002,1,1,0.8525444521468154,0.8712204496637078,0.097780826313345,-0.2,0.9995,1211509,2002_01_01,13.0,0.9883914833349378,False
2002-01-17,2002,1,17,0.844158466731431,0.871215002823925,0.093792857974213,-0.1995,0.9994,128101,2002_01_17,16.0,0.10450928338682491,True
2002-02-02,2002,2,33,0.8092179872701099,0.8320863227946569,0.1008437052334432,-0.1994,0.9994,657386,2002_02_02,16.0,0.5363185281030693,False
2002-02-18,2002,2,49,0.804837690552531,0.8475700542279576,0.1675866292097708,-0.1992,0.9992,148215,2002_02_18,16.0,0.12091898921302921,True
2002-03-06,2002,3,65,0.8250010532728059,0.8632993386866255,0.1266245584640017,-0.2,0.9993,576440,2002_03_06,16.0,0.4702799456327535,False
2002-03-22,2002,3,81,0.8094225934402856,0.8555896582716747,0.1564064934929249,-0.2,0.9994,67628,2002_03_22,16.0,0.05517329151906851,True
2002-04-07,2002,4,97,0.8236167885045164,0.8632771465880182,0.1418649846792339,-0.2,0.9995,449420,2002_04_07,16.0,0.3666525799151205,False
2002-04-23,2002,4,113,0.8216871435844312,0.8789792572839692,0.1604924099965942,-0.2,0.9994,249843,2002_04_23,16.0,0.20383067180751516,False
2002-05-09,2002,5,129,0.8174252569903292,0.8556172549742077,0.1231417211125079,-0.2,0.9993,464098,2002_05_09,16.0,0.37862740650938453,False
2002-05-25,2002,5,145,0.8226225474247838,0.8477671910158833,0.1053739872056959,-0.2,0.9993,868706,2002_05_25,16.0,0.708720786987105,False
2002-06-10,2002,6,161,0.8203858032786302,0.8554191967204383,0.1134939762657956,-0.2,0.9994,710200,2002_06_10,16.0,0.5794060394635722,False
2002-06-26,2002,6,177,0.8044804908832792,0.8557203855739237,0.1393626201522715,-0.2,0.9994,332301,2002_06_26,16.0,0.2711027968456554,False
2002-07-12,2002,7,193,0.8302809626224676,0.8633429671441203,0.1121955268667577,-0.2,0.9994,788936,2002_07_12,16.0,0.6436416265139858,False
2002-07-28,2002,7,209,0.839392110945876,0.8556490341245115,0.0969730422035261,-0.2,0.9987,1180295,2002_07_28,16.0,0.9629260086576413,False
2002-08-13,2002,8,225,0.8283714947405887,0.8477349368618956,0.0990377817793926,-0.2,0.9992,1114601,2002_08_13,16.0,0.9093305420897451,False
2002-08-29,2002,8,241,0.8347846025041913,0.8475733426060861,0.0918943545650103,-0.2,0.9993,1187656,2002_08_29,16.0,0.9689313703254693,False
2002-09-14,2002,9,257,0.8381375325974592,0.8476154175948344,0.0830595797179596,-0.2,0.9956,1219292,2002_09_14,16.0,0.9947411273861135,False
2002-09-30,2002,9,273,0.8409845308376153,0.8553874883232506,0.0889507699390629,-0.2,0.9992,1189372,2002_09_30,16.0,0.9703313432397461,False
2002-10-16,2002,10,289,0.821760245818981,0.8398868833955765,0.1133777824725946,-0.2,0.9995,369940,2002_10_16,16.0,0.30181001160117416,False
2002-11-01,2002,11,305,0.8217154845990174,0.8399569300037214,0.1233388634010084,-0.2,0.9995,453779,2002_11_01,16.0,0.37020880481799534,False
2002-11-17,2002,11,321,0.8288179577818835,0.8554535128598468,0.1271080949948496,-0.2,0.9995,735050,2002_11_17,16.0,0.5996795399995758,False
2002-12-03,2002,12,337,0.836023020590746,0.8555609878116879,0.1093207970933034,-0.2,0.9994,564275,2002_12_03,16.0,0.46035531247297545,False
2002-12-19,2002,12,353,0.8230895123087426,0.8319480226129672,0.100773131237192,-0.2,0.9994,908134,2002_12_19,16.0,0.7408875306142095,False
2003-01-01,2003,1,1,0.847718809387599,0.8710136114799487,0.1017310548273171,-0.2,0.9993,1082239,2003_01_01,13.0,0.8829284887961375,False
2003-01-17,2003,1,17,0.8430710699168861,0.863309211102604,0.0829565693031647,-0.2,0.9992,1104838,2003_01_17,16.0,0.9013655446759422,False
2003-02-02,2003,2,33,0.8178038226270306,0.8399197773097214,0.1056964862283029,-0.2,0.9995,307706,2003_02_02,16.0,0.25103733424271746,False
2003-02-18,2003,2,49,0.8266482049237495,0.8632512412500876,0.1266578865677143,-0.1825,0.9992,298816,2003_02_18,16.0,0.2437845608115274,False
2003-03-06,2003,3,65,0.797945864115105,0.8243084050744202,0.114454077027194,-0.1997,0.9991,633993,2003_03_06,16.0,0.5172336992081505,False
2003-03-22,2003,3,81,0.8223139734391419,0.855539553565689,0.1182602294797239,-0.1996,0.9992,519208,2003_03_22,16.0,0.4235880751025097,False
2003-04-07,2003,4,97,0.8221130823671869,0.8633190318903563,0.13415459881695,-0.2,0.9994,543750,2003_04_07,16.0,0.44361029844877126,False
2003-04-23,2003,4,113,0.8150991529525409,0.8554716530664549,0.1338247569852954,-0.2,0.9994,455564,2003_04_23,16.0,0.3716650703494548,False
2003-05-09,2003,5,129,0.8025218850038397,0.8555483451878662,0.1635903132536871,-0.1995,0.9995,94624,2003_05_09,16.0,0.07719757403294994,True
2003-05-25,2003,5,145,0.8169997473422624,0.8555639335747773,0.1154080867179999,-0.2,0.9994,673558,2003_05_25,16.0,0.5495122122345885,False
2003-06-10,2003,6,161,0.813901146724797,0.8477486234314704,0.1068019973166885,-0.2,0.9993,600738,2003_06_10,16.0,0.4901031052312974,False
2003-06-26,2003,6,177,0.8188387080693593,0.8476900349122417,0.107145317227454,-0.2,0.9994,879283,2003_06_26,16.0,0.7173498741166546,False
2003-07-12,2003,7,193,0.8228046523880457,0.8555681190220314,0.1081665995241478,-0.2,0.9994,809370,2003_07_12,16.0,0.6603123995503117,False
2003-07-28,2003,7,209,0.8248488979256566,0.8556226074815964,0.1146753031593117,-0.2,0.9994,724254,2003_07_28,16.0,0.5908717849980991,False
2003-08-13,2003,8,225,0.8283734794407912,0.8398116532456473,0.0842830356546498,-0.2,0.9974,1173539,2003_08_13,16.0,0.9574142271839496,False
2003-08-29,2003,8,241,0.8330127345149942,0.8555007079166668,0.0972276281102004,-0.2,0.9993,1179285,2003_08_29,16.0,0.9621020152756952,False
2003-09-14,2003,9,257,0.8216061123410174,0.8319287202662048,0.0956382595388622,-0.2,0.9984,1128146,2003_09_14,16.0,0.9203810275931724,False
2003-09-30,2003,9,273,0.82888922990533,0.8478235441158647,0.098308198796883,-0.2,0.9994,861867,2003_09_30,16.0,0.7031412912057878,False
2003-10-16,2003,10,289,0.8369382805858724,0.8633531547070458,0.1119575898241642,-0.2,0.9994,976832,2003_10_16,16.0,0.7969337656171221,False
2003-11-01,2003,11,305,0.8251448004253386,0.8553573327524031,0.1196695980501386,-0.2,0.9995,907488,2003_11_01,16.0,0.7403605011837766,False
2003-11-17,2003,11,321,0.8339372237557418,0.8477091732866332,0.0994819607839548,-0.2,0.9994,1054626,2003_11_17,16.0,0.8604008360677404,False
2003-12-03,2003,12,337,0.8270447829181483,0.8554222403373847,0.1258201660802455,-0.2,0.9995,612321,2003_12_03,16.0,0.4995529224026668,False
2003-12-19,2003,12,353,0.8454293344413556,0.8789967745185483,0.1208083611515967,-0.2,0.9992,541643,2003_12_19,16.0,0.44189133403712705,False
2004-01-01,2004,1,1,0.8277608698572259,0.8477130443617087,0.0962023700050042,-0.2,0.9992,286314,2004_01_01,13.0,0.2335849912460901,False
2004-01-17,2004,1,17,0.8478807755093605,0.8633523122043334,0.0970877786739353,-0.1994,0.9992,1200321,2004_01_17,16.0,0.9792639210010622,False
2004-02-02,2004,2,33,0.8470634702775954,0.8711575262043636,0.0998837184818734,-0.1806,0.9993,805159,2004_02_02,16.0,0.6568769182321181,False
2004-02-18,2004,2,49,0.8258562477109938,0.8474897177265353,0.1085712615346064,-0.2,0.9994,563690,2004_02_18,16.0,0.45987804897947193,False
2004-03-05,2004,3,65,0.8135308774267891,0.8319174254201857,0.1247951808459455,-0.2,0.9995,464039,2004_03_05,16.0,0.37857927224251836,False
2004-03-21,2004,3,81,0.8030202446407148,0.8398961053159667,0.1467586107683067,-0.2,0.9995,289554,2004_03_21,16.0,0.23622829674857107,False
2004-04-06,2004,4,97,0.8153980546541622,0.8477664897988805,0.1285444728780986,-0.1987,0.9994,376992,2004_04_06,16.0,0.30756328024422835,False
2004-04-22,2004,4,113,0.813727248154871,0.8555812719571534,0.13937020400559,-0.2,0.9995,364418,2004_04_22,16.0,0.2973049705565137,False
2004-05-08,2004,5,129,0.8114228095456014,0.84777245428322,0.1243397200716586,-0.2,0.9994,685058,2004_05_08,16.0,0.5588943150983327,False
2004-05-24,2004,5,145,0.8096279966864998,0.8399140053307902,0.1178378110627757,-0.2,0.9994,395058,2004_05_24,16.0,0.3223021559256546,False
2004-06-09,2004,6,161,0.8123891229765485,0.8477331879882042,0.1164659588306149,-0.2,0.9994,694172,2004_06_09,16.0,0.5663298355766078,False
2004-06-25,2004,6,177,0.8200893819556696,0.8632925536913423,0.121408747929012,-0.2,0.9993,772085,2004_06_25,16.0,0.62989399039599,False
2004-07-11,2004,7,193,0.7828926885160672,0.8320902728317305,0.1495738876739779,-0.2,0.9993,352485,2004_07_11,16.0,0.2875696111240738,False
2004-07-27,2004,7,209,0.8277288655334124,0.8477201822920333,0.0883646517211238,-0.2,0.9969,1214074,2004_07_27,16.0,0.9904841001910686,False
2004-08-12,2004,8,225,0.8068919689452964,0.8320763004381756,0.1057145718833794,-0.2,0.9991,1020302,2004_08_12,16.0,0.8323981144420749,False
2004-08-28,2004,8,241,0.7976792395466349,0.8321633104175705,0.1289438287171038,-0.2,0.9994,362639,2004_08_28,16.0,0.2958536000352441,False
2004-09-13,2004,9,257,0.8245844344781275,0.8399564226299168,0.0923512198602448,-0.2,0.999,1157805,2004_09_13,16.0,0.9445778787962844,False
2004-09-29,2004,9,273,0.8240945302787077,0.8478694594196015,0.1045871582314308,-0.2,0.9992,760591,2004_09_29,16.0,0.6205167825424357,False
2004-10-15,2004,10,289,0.811511502695385,0.8244185348208791,0.0984529530922513,-0.2,0.9994,907112,2004_10_15,16.0,0.7400537472118838,False
2004-10-31,2004,10,305,0.8180566106357152,0.8477375598628821,0.129730511904558,-0.1997,0.9995,700338,2004_10_31,16.0,0.5713602743816378,False
2004-11-16,2004,11,321,0.8168782518057744,0.8399009134271825,0.1082033814445833,-0.1997,0.9995,847096,2004_11_16,16.0,0.6910905919535822,False
2004-12-02,2004,12,337,0.8396796146169007,0.8708350662191006,0.1191177763621881,-0.2,0.9994,632941,2004_12_02,16.0,0.5163754407548758,False
2004-12-18,2004,12,353,0.8246411657666922,0.8398098413657589,0.0961793795946816,-0.2,0.9996,522672,2004_12_18,16.0,0.4264141276520757,False
2005-01-01,2005,1,1,0.8524955140671782,0.8789883459407704,0.1053044651750678,-0.2,0.9993,1052165,2005_01_01,14.0,0.8583930660548992,False
2005-01-17,2005,1,17,0.8280458824254475,0.8397501528069891,0.1029285915886496,-0.1998,0.9991,1047781,2005_01_17,16.0,0.8548164452762336,False
2005-02-02,2005,2,33,0.8381609816471614,0.8633592527547849,0.1104629826801799,-0.2,0.9993,921935,2005_02_02,16.0,0.7521468698857341,False
2005-02-18,2005,2,49,0.8234670527468116,0.8398130478120319,0.0794479755288864,-0.1884,0.9992,262765,2005_02_18,16.0,0.21437289208623703,False
2005-03-06,2005,3,65,0.8377664627103698,0.8632228124474299,0.1012290799139905,-0.2,0.9993,307805,2005_03_06,16.0,0.2511181019108488,False
2005-03-22,2005,3,81,0.8115718845473426,0.83195372109546,0.1056792279342035,-0.2,0.9994,221132,2005_03_22,16.0,0.1804072322143884,False
2005-04-07,2005,4,97,0.8065141010507403,0.8320645771471739,0.1188274077223944,-0.1989,0.9994,214551,2005_04_07,16.0,0.17503822187123186,True
2005-04-23,2005,4,113,0.8113185284362655,0.8553602540456574,0.1546750225597717,-0.2,0.9994,474232,2005_04_23,16.0,0.3868950787199222,False
2005-05-09,2005,5,129,0.8254553548483242,0.847786470550967,0.1001848996607404,-0.2,0.9993,792796,2005_05_09,16.0,0.6467907497360774,False
2005-05-25,2005,5,145,0.7981707452323246,0.8242663168785265,0.1125988439127798,-0.1998,0.9994,244767,2005_05_25,16.0,0.19968949318696166,False
2005-06-10,2005,6,161,0.8390194099848644,0.8555492529878516,0.0850692952838912,-0.2,0.9993,1086287,2005_06_10,16.0,0.8862309890041754,False
2005-06-26,2005,6,177,0.8457101841576599,0.8633296432852825,0.0870993141542369,-0.2,0.9987,1196273,2005_06_26,16.0,0.9759614207930243,False
2005-07-12,2005,7,193,0.8308973885330948,0.8399521513085128,0.0823041196394738,-0.2,0.9994,1186853,2005_07_12,16.0,0.9682762547950704,False
2005-07-28,2005,7,209,0.8444435080019922,0.8554365245260747,0.091689862821344,-0.2,0.9994,1220640,2005_07_28,16.0,0.9958408730087507,False
2005-08-13,2005,8,225,0.8318226824535839,0.8476387617976501,0.0912509521994248,-0.2,0.9989,1194481,2005_08_13,16.0,0.9744994444163435,False
2005-08-29,2005,8,241,0.8348705736047786,0.8475687480065648,0.0837045121750857,-0.2,0.9984,1216380,2005_08_29,16.0,0.9923654157740072,False
2005-09-14,2005,9,257,0.8254397371484516,0.8397142048273338,0.0839244734910549,-0.2,0.9979,1206064,2005_09_14,16.0,0.9839492615877129,False
2005-09-30,2005,9,273,0.8284854093241673,0.8397770178026008,0.0916236749723467,-0.2,0.9992,1182388,2005_09_30,16.0,0.9646335513788428,False
2005-10-16,2005,10,289,0.8369072616292452,0.8551221086057357,0.1048002923172874,-0.2,0.9992,1002285,2005_10_16,16.0,0.8176992146771985,False
2005-11-01,2005,11,305,0.818728738562597,0.8397684343393927,0.117843120544062,-0.2,0.9995,785552,2005_11_01,16.0,0.6408808407669502,False
2005-11-17,2005,11,321,0.8295788637016375,0.847746724962859,0.1030848238764129,-0.1995,0.9994,993767,2005_11_17,16.0,0.8107499318777749,False
2005-12-03,2005,12,337,0.8354460129249358,0.8633712378705125,0.115713676415774,-0.1998,0.9995,567758,2005_12_03,16.0,0.4631968658881425,False
2005-12-19,2005,12,353,0.8437726432701016,0.8555361302570232,0.0965954851519978,-0.2,0.9984,1220788,2005_12_19,16.0,0.9959616165934319,False
2006-01-01,2006,1,1,0.8540462854175166,0.8710879039193928,0.0977457950963979,-0.2,0.9979,1209557,2006_01_01,13.0,0.9867989733531962,False
2006-01-17,2006,1,17,0.8211219172849021,0.8398455907028686,0.1044922622561842,-0.1998,0.9994,745295,2006_01_17,16.0,0.6080377698986243,False
2006-02-02,2006,2,33,0.8364105191773253,0.8555246025233921,0.0968097143175615,-0.2,0.9992,877033,2006_02_02,16.0,0.7155142452954872,False
2006-02-18,2006,2,49,0.8207733168179256,0.8400264939532694,0.1040066227521904,-0.2,0.9993,646758,2006_02_18,16.0,0.5276478333869065,False
2006-03-06,2006,3,65,0.7944604353527023,0.8164693469768117,0.1087526794290331,-0.1998,0.9993,376104,2006_03_06,16.0,0.306838818736141,False
2006-03-22,2006,3,81,0.812354395898467,0.8398786483463582,0.1238649724334213,-0.2,0.9994,621113,2006_03_22,16.0,0.5067257440007571,False
2006-04-07,2006,4,97,0.8227225798992615,0.8476875680575368,0.115596272080237,-0.2,0.9993,939546,2006_04_07,16.0,0.7665145406277687,False
2006-04-23,2006,4,113,0.816681920750726,0.847784884511911,0.1170821671700322,-0.2,0.9992,558177,2006_04_23,16.0,0.45538035045009617,False
2006-05-09,2006,5,129,0.8353658557705949,0.8555587811590903,0.0928698329238308,-0.2,0.9994,1054303,2006_05_09,16.0,0.860137321352524,False
2006-05-25,2006,5,145,0.8204255981336164,0.847935100676674,0.1064213609884076,-0.1997,0.9994,722095,2006_05_25,16.0,0.5891103971648101,False
2006-06-10,2006,6,161,0.8116002917303727,0.8397889751778568,0.1272942639269801,-0.2,0.9995,671457,2006_06_10,16.0,0.547798142833134,False
2006-06-26,2006,6,177,0.8137842182776028,0.8319959832322126,0.0982392796981626,-0.2,0.9995,720651,2006_06_26,16.0,0.5879323313791365,False
2006-07-12,2006,7,193,0.823154343152663,0.8399064896727038,0.082861569921347,-0.2,0.9994,1132058,2006_07_12,16.0,0.9235725742369087,False
2006-07-28,2006,7,209,0.8294120994886575,0.8398080771349388,0.0866925754834005,-0.2,0.9943,1219582,2006_07_28,16.0,0.9949777195452861,False
2006-08-13,2006,8,225,0.8304572454961029,0.8476088615831008,0.0893980761684,-0.2,0.9994,1167114,2006_08_13,16.0,0.9521724871057273,False
2006-08-29,2006,8,241,0.826098656731903,0.8398540818548965,0.0847197082609524,-0.2,0.9961,1219575,2006_08_29,16.0,0.9949720087000647,False
2006-09-14,2006,9,257,0.8299482172248731,0.8396944586690969,0.0824133926717195,-0.2,0.9984,1222961,2006_09_14,16.0,0.9977344261171637,False
2006-09-30,2006,9,273,0.8128860486291724,0.8320694242546504,0.0944017669186048,-0.1995,0.9995,957821,2006_09_30,16.0,0.7814239258308056,False
2006-10-16,2006,10,289,0.8216548723494885,0.8399270240052606,0.1015322159738644,-0.2,0.9996,1019961,2006_10_16,16.0,0.8321199146962891,False
2006-11-01,2006,11,305,0.8262787716401081,0.8554493364780171,0.1191488576298218,-0.1976,0.9994,204475,2006_11_01,16.0,0.16681786809252874,True
2006-11-17,2006,11,321,0.8269275264693124,0.8476032630502515,0.098927150705837,-0.2,0.9994,886822,2006_11_17,16.0,0.7235004544201126,False
2006-12-03,2006,12,337,0.8436986692345734,0.8870279640341168,0.1307614211932644,-0.1997,0.9995,559667,2006_12_03,16.0,0.45659594464722475,False
2006-12-19,2006,12,353,0.8129529923635254,0.8556262616414307,0.1430462913090393,-0.1997,0.9995,293712,2006_12_19,16.0,0.2396205388100883,False
2007-01-01,2007,1,1,0.8176513568428093,0.8398933920168774,0.1137352209935848,-0.1997,0.9995,275770,2007_01_01,13.0,0.22498282667258418,False
2007-01-17,2007,1,17,0.8285080673050335,0.8634751610711926,0.116118962029272,-0.2,0.9988,954377,2007_01_17,16.0,0.7786141899818722,False
2007-02-02,2007,2,33,0.8460527726990089,0.8632860489735953,0.0971325935488332,-0.2,0.9994,1218344,2007_02_02,16.0,0.9939677157761283,False
2007-02-18,2007,2,49,0.8466051631740994,0.8632508348076348,0.0900180092234383,-0.199,0.9993,810757,2007_02_18,16.0,0.6614439627391825,False
2007-03-06,2007,3,65,0.7950690912620068,0.8165400844155629,0.1192444282126205,-0.2,0.9995,407630,2007_03_06,16.0,0.332558833943306,False
2007-03-22,2007,3,81,0.8103646689363201,0.8320657832563625,0.1131616175625672,-0.2,0.9991,830280,2007_03_22,16.0,0.6773715100616935,False
2007-04-07,2007,4,97,0.801161244587423,0.8321445829029777,0.1264775387405784,-0.2,0.9995,370996,2007_04_07,16.0,0.30267153339457536,False
2007-04-23,2007,4,113,0.8069725107965018,0.8477544317488218,0.1325316864386227,-0.2,0.9994,326180,2007_04_23,16.0,0.2661090706170487,False
2007-05-09,2007,5,129,0.8141068925962898,0.8476860581496568,0.135257934849885,-0.2,0.9994,400870,2007_05_09,16.0,0.3270437891294877,False
2007-05-25,2007,5,145,0.8281826848617928,0.8553067068397185,0.1201307338113129,-0.1996,0.9994,550792,2007_05_25,16.0,0.4493554087415092,False
2007-06-10,2007,6,161,0.8048910301622405,0.8555990620249722,0.145805609360358,-0.2,0.9993,461586,2007_06_10,16.0,0.3765780289099302,False
2007-06-26,2007,6,177,0.8247721983680675,0.8476805468699893,0.1007616458482927,-0.2,0.9993,748737,2007_06_26,16.0,0.6108458740774946,False
2007-07-12,2007,7,193,0.8379350124915566,0.8553959872969013,0.086215853262182,-0.2,0.9991,1217510,2007_07_12,16.0,0.993287309359749,False
2007-07-28,2007,7,209,0.8354235534640732,0.8477403232651517,0.0892157996717565,-0.2,0.9981,1207677,2007_07_28,16.0,0.9852652034937319,False
2007-08-13,2007,8,225,0.8367380883909025,0.8476364786477764,0.0901454709028053,-0.2,0.9979,1213708,2007_08_13,16.0,0.9901855045694921,False
2007-08-29,2007,8,241,0.8279219912332251,0.8555253807541467,0.1074705559349883,-0.2,0.9994,1095481,2007_08_29,16.0,0.893731776284981,False
2007-09-14,2007,9,257,0.8265413726440269,0.8397319738015676,0.0862433298269869,-0.2,0.9991,1213131,2007_09_14,16.0,0.9897147677562416,False
2007-09-30,2007,9,273,0.8418852498969727,0.8636119233989344,0.0980981179976778,-0.2,0.9991,1138189,2007_09_30,16.0,0.9285744588158318,False
2007-10-16,2007,10,289,0.821406771971968,0.8399894510850577,0.0908647309070154,-0.2,0.9995,1071343,2007_10_16,16.0,0.8740391502914978,False
2007-11-01,2007,11,305,0.8106225004871345,0.8322023368927225,0.1030725876857478,-0.2,0.9993,1058024,2007_11_01,16.0,0.863173043505219,False
2007-11-17,2007,11,321,0.8150472770478959,0.8319486006365957,0.0998189425980153,-0.2,0.9995,658892,2007_11_17,16.0,0.537547175660704,False
2007-12-03,2007,12,337,0.822492249521338,0.8399566748525653,0.1036402894053138,-0.2,0.9995,1012287,2007_12_03,16.0,0.825859196663561,False
2007-12-19,2007,12,353,0.8259356843842965,0.8557775887792743,0.1214579280518333,-0.2,0.9996,305933,2007_12_19,16.0,0.24959085873163758,False
